resource_id,primary_secondary,author,year,title,resource_type,doi_ISBN,resource_journal,resource_volume_pages
r153,primary,"Benayahu, Y., & Loya, Y.",1986,"Sexual reproduction of a soft coral: Synchronous and brief annual spawning of Sarcophyton glaucum (Quoy & Gaimard, 1833)",article,10.2307/1541378,Biol Bull ,170:32–42 
r154,primary,"Nobchinwong, P. & Yeemin, T. ",2004,"Reproduction of a soft coral, Cladiella tuberosa Tixier- Durivault, (Cnidaria: Anthozoa: Alcyonacea) in coral communities of the inner and the eastern gulf of Thailand. ",conference proceedings,,"10th International Coral Reef Symposium. Japanese Coral Reef Society, Okinawa, Japan",p 369 
r155,primary,"Yamazato, K., Sato, M. & Tamashiro, H. ",1981,"Reproductive biology of an alcyonacean coral, Lobophytum crassum Marenzeller. ",conference proceedings,,Proceedings of the 4th International Coral Reef Symposium ,2:671–678
r156,primary,"Benayahu, Y.",1997,Developmental episodes in reef soft corals: Ecological and cellular determinants. ,conference proceedings,,Proceedings from the 8th International Coral Reef Symposium,2:1213-1218 
r157,primary,"Benayahu, Y., Weil, D. & Kleinman, M.",1990,Radiation of broadcasting and brooding patterns in coral reef alcyonanceans ,book chapter,,"In: Hoshi M, Yamashita O (eds) Advances in Invertebrate Reproduction 5. Elsevier, Amsterdam, ",p 323–328 
r158,primary,"Mohammed, T. A., Ali, A. H. A., El-Komi, M. M., El-Arab, M. A. E., & Shoukr, F. A.",2016,"Growth Rate Assessment of Alcyonacean  Sarcophyton glaucum from Northern Hurghada, Red Sea, Egypt",article,10.4236/nr.2016.76033,Natural Resources,07(06):384-398
r159,primary,"Fan, T-Y., Chou, Y-H. & Dai, C-F.",2005,Sexual reproduction of the alcyonacean coral Lobophytum pauciflorum in southern Taiwan. ,article,,Bulletin of Marine Science,76(1):143-154
r160,primary,"Chou, Y-H.",2002,Sexual reproduction of three alcyonacean species in southern Taiwan. ,MSc thesis,,"MSc thesis, National Taiwan University ",p50
r161,primary,"Schleyer, M. H., Kruger, A., & Benayahu, Y",2004,"Reproduction and the unusual condition of hermaphroditism in Sarcophyton glaucum (Octocorallia, Alyoniidae) in KwaZulu-Natal, South Africa.",article,10.1007/s10750-004-2683-3,Hydrobiologia,530/531: 399–409
r162,primary,"Wu, C-S.",1994,Sexual reproduction and population structure of three Sinularia species in Nanwan Bay,MSc thesis,,"MSc thesis, National Taiwan University ",p 44
r164,primary,"Slattery, M., Hines, G. A., Starmer, J., & Paul, V. J.",1999,"Chemical signals in gametogenesis, spawning, and larval settlement and defense of the soft coral Sinularia polydactyla",article,10.1007/s003380050158,Coral Reefs ,18:75–84 
r165,primary,"Farrant, P.A. ",1986,Gonad development and the planulae of the temperate Australian soft coral Capnella gaboensis. ,article,10.1007/bf00392679,Mar Biol,92:381–392 
r166,primary,"Hwang, S.J. & Song, J.I. ",2007,Reproductive biology and larval development of the temperate soft coral Dendronephthya gigantea (Alcyonacea: Nephtheidae). ,article,10.1007/s00227-007-0679-z,Mar Biol,152:273–284
r167,primary,"Dahan, M. & Benayahu, Y. ",1997,Reproduction of Dendronephythya hemprichi (Cnidaria: Octocorallia): year-round spawning in an azooxanthellate soft coral. ,article,10.1007/s002270050198,Mar Biol,129:573–579 
r168,primary," Choi, E.J. & Song, J.I.",2007,Reproductive biology of the temperate soft coral Dendronephthya suensoni (Alcyonacea: Nephtheidae). ,article,10.1080/17386357.2007.9647338,Integrative Biosciences ,11:215–225
r169,primary,"Sun, Z., Hamel, J. F., & Mercier, A.",2009, Planulation of deep-sea octocorals in the NW Atlantic,article,10.1007/s00338-009-0505-9,Coral Reefs,28:781 
r170,primary,"Sun, Z., Hamel, J. F., & Mercier, A.",2010,"Planulation periodicity, settlement preferences and growth of two deep-sea octocorals from the northwest Atlantic",article,10.3354/meps08637 ,Mar. Ecol. Prog. Ser.,410:71–87 
r171,primary,"Henry, L. A., Kenchington, E. L., & Silvaggio, A.",2003,"Effects of mechanical experimental disturbance on aspects of colony responses, reproduction, and regeneration in the cold-water octocoral Gersemia rubiformis",article,10.1139/z03-161,Canadian Journal of Zoology/Revue Canadienne de Zoologie,81:1691–1701
r172,primary,"Nørrevang, A.",1973, On a peculiar mode of germ-layer formation. The early embryology of Gersemia rubiformis (Ehrenberg 1834).,article,10.1111/j.1463-6395.1973.tb00443.x,Acta Zool,54: 65–71
r173,primary,"Ben-David-Zaslow, R., & Benayahu, Y.",1998,Competence and longevity in planulae of several species of soft corals.,article,10.3354/meps171235,Mar. Ecol. Prog. Ser.,163:235–243 
r174,primary,"Benayahu, Y. ",1991,"Reproduction and developmental pathways of Red Sea Xeniidae (Octocorallia, Alcyonacea)",article,10.1007/bf00026452,Hydrobiologia,216-217:125–130
r175,primary,"Utinomi, H.",1950,Some xeniid alcyonarians from Japan and adjacent localities. PubL Set. Mar. BioL Lab.,article,http://hdl.handle.net/2433/174440 ,PubL Set. Mar. BioL Lab.,1(3): 81-91 
r176,primary,"Kruger, A., Schleyer, M. & Benayahu, Y. ",1998,Reproduction in Anthelia glauca (Octocorallia: Xeniidae). I. Gametogenesis and larval brooding,article,10.1007/s002270050335,Mar Biol,"131, 423–432"
r177,primary,"Ben-David-Zaslow, R., & Benayahu, Y.",1996,"Longevity, competence and energetic content in planulae of the soft coral Heteroxenia fuscescens.",article,10.1016/S0022-0981(96)02618-4,J Exp Mar Biol Ecol ,206:55–68 
r178,primary,"Benayahu, Y., Berner, T. & Achituv, Y.",1989,Development of planulae within a mesogleal coat in the soft coral Heteroxenia fuscescens.,article,10.1007/bf00391959,Mar Biol,100:203–210 
r179,primary,"Benayahu, Y., & Loya, Y.",1984,"Life history studies on the Red Sea soft coral Xenia macrospiculata Gohar, 1940. I. Annual dynamics of gonadal development.",article,10.2307/1541428,Biol Bull,166:32–43 
r180,primary,"Benayahu, Y., & Loya, Y.",1984,"Life history studies on the Red Sea soft coral Xenia macrospiculata Gohar, 1940. II. Planulae shedding and post larval development",article,10.2307/1541429,Biol Bull,166:44–53 
r181,primary,"Davis, S-A. ",1977,Some aspects of the biology of Anthelia edmondsoni (Verrill).,MSc thesis,,"MSc thesis, University of Hawaii, ",p 75 
r182,primary,"Benayahu, Y., Achituv, Y., & Berner, T.",1988, Embryogenesis and acquisition of algal symbionts by planulae of Xenia umbellata (Octocorallia: Alcyonacea),article,10.1007/BF00392959,Mar Biol,100:93–101 
r183,primary,"Brazeau, D. A., & Lasker, H. R.",1989,The reproductive cycle and spawning in a Caribbean gorgonian. ,article,10.2307/1541882,Biol Bull,176:1–7
r185,primary,"Brazeau, D. A., & Lasker, H. R.",1990,Sexual reproduction and external brooding by the Caribbean gorgonian Briareum asbestinum (Pallas).,article,10.1007/BF01314351,Mar Biol,104:465-474
r186,primary,"Benayahu, Y.",1989,"Reproductive cycle and developmental processes during embryogenesis of Clavularia hamra (Cnidaria, Octocorallia)",article,10.1111/j.1463-6395.1989.tb01049.x,Acta Zool,70:29–36
r187,primary,"Excoffon, A. C., Acuña, F. H., Zamponi, M. O., & Genzano, G. N. ",2004,"Reproduction of the temperate octocoral Tripalea clavaria (Octocorallia: Anthothelidae) from sublittoral outcrops off Mar del Plata, Argentina",article,10.1017/S0025315404009774h,J Mar Biol Assoc UK,84:695–699 
r188,primary,"Chang, T.",2007,Sexual reproduction of four gorgonian corals in southern Taiwan. ,MSc thesis,,"MSc thesis, National Sun Yet-sen University ",p 46
r189,primary,"Waller, R. G. & Baco, A.R.",2007,"Reproductive morphology of three species of deep-water precious corals from the Hawaiian Archipelago: Gerardia sp., Corallium secundum, and Corallium lauuense. ",article,,Bull Mar Sci ,81:533–542 
r190,primary,"Tsounis, G., Rossi, S., Aranguren, M., Gili, J. M., & Arntz, W. ",2006,Effects of spatial variability and colony size on the reproductive output and gonadal development cycle of the Mediterranean red coral (Corallium rubrum L.),article,10.1007/s00227-005-0100-8,Mar Biol,148:513–527 
r191,primary,"Torrents, O., Garrabou, J., Marschal, C., & Harmelin, J. G. ",2005,"Age and size at first reproduction in the commercially exploited red coral Corallium rubrum (L.) in the Marseilles area (France, NW Mediterranean)",article,10.1016/j.biocon.2004.05.010,Biol Conserv,121:391–397 
r192,primary,"Ben-Yosef, D., & Benayahu, Y.",1999,The gorgonian coral Acabaria biserialis: Life history of a successful colonizer of artificial substrata,article,10.1007/s002270050647,Mar. Ecol. Prog. Ser.,163:235–243
r193,primary,"Fine, M., Aluma, Y., Meroz-Fine, E., Abelson, A., & Loya, Y. ",2005,Acabaria erythraea (Octocorallia: Gorgonacea) a successful invader to the Mediterranean Sea?,article,10.1007/s00338-004-0462-2,Coral Reefs,24:161–164 
r194,primary,"Seo, S. Y., Hwang, S. J., & Song, J. I.",2008,"Sexual Reproduction of Anthoplexaura dimorpha (Gorgonacea: Octocorallia) from Munseom, Jejudo Islands, Korea.",article,10.1080/19768354.2008.9647177 ,Animal Cells and Systems,12:231–240 
r195,primary,"Cho, I.Y. & Song, J.I. ",2008,"Reproductive biology, embryogenesis and larval development of the gorgonian Calicogorgia granulosa (Gorgonacea: Plexauridae)",conference proceedings,,"11th International Coral Reef Symposium, Fort Lauderdale, FL",p 97 
r196,primary,"Beiring, E. A., & Lasker, H. R.",2000,Egg production by colonies of a gorgonian coral,article,10.3354/meps196169,Mar. Ecol. Prog. Ser.,196:169-177
r197,primary,"Beiring, E.A. ",1997,Life history and reproductive success of a broadcast-spawmng gorgonian coral and implications for conservation biology. ,PhD thesis,,"PhD thesis, State University of New York at Buffalo",
r198,primary,"Pakes, M. & Woollacott, R. ",2008,Reproduction of the gorgonian Plexaura flexuosa in Bermuda,article,10.1016/j.jembe.2008.01.003,J Exp Mar Biol Ecol ,357:121–127 
r199,primary,"Gori, A., Linares, C., Rossi, S., Coma, R., & Gili, J. M.",2007,"Spatial variability in reproductive cycle of the gorgonians Paramuricea clavata and Eunicella singularis (Anthozoa, Octocorallia) in the Western Mediterranean Sea",article,10.1007/s00227-006-0595-7,Mar Biol,151:1571–1584 
r200,primary,"Ribes, M., Coma, R., Rossi, S., & Micheli, M.",2007,Cycle of gonadal development in Eunicella singularis (Cnidaria: Octocorallia): trends in sexual reproduction in gorgonians,article,10.1111/j.1744-7410.2007.00101.x,Invertebrate Biology,126:307–317 
r201,primary,"Grigg, R.W. ",1977,Population Dynamics of Two Gorgonian Corals,article,10.2307/1935603,Ecology,58:278–290
r202,primary,"Coma, R., Ribes, M., Zabala, M., Gili, J.M. ",1995,Reproduction and cycle of gonadal development in the Mediterranean gorgonian Paramuricea clavata,article,,Mar. Ecol. Prog. Ser.,117:173–183 
r204,primary,"Coma, R., Zabala, M., Gill, J.M.",1995,Sexual reproductive effort in the Mediterranean gorgonian Paramuricea clavata. ,article,,Mar. Ecol. Prog. Ser.,117:185–192 
r205,primary,"Linares, C., Coma, R., Mariani, S., Díaz, D., Hereu, B., & Zabala, M.",2008,Early life history of the Mediterranean gorgonian Paramuricea clavata: implications for population dynamics,article,10.1111/j.1744-7410.2007.00109.x,Invertebrate Biology,127:1–1 
r206,primary,"Simpson, A. ",2005,"Reproductive morphology of two deep-water octocorals, Paramuricea placomus (Plexauridae) and Metallogorgia melanotrichos (Chrysogorgiidae). ",conference proceedings,,"3rd International Symposium on Deep-Sea Corals. Rosenstiel School of Marine and Atmospheric Sciences, University of Miami, Miami, FL  ",p 203
r207,primary,"Goldberg, W.M., & Hamilton, R.D. ",1974,The sexual cycle in Plexaura homomalla. ,book chapter,,"In: Bayer FM, Weinheimer AJ (eds) Prostaglandins from Plexaura homomalla: Ecology, utilization and conservation of a major medical marine resource. University of Florida Press, Coral Gables"," 15, p 165"
r208,primary,"Lasker, H. R., Brazeau, D. A., Calderon, J., Coffroth, M. A., Coma, R., & Kim, K.",1996, In situ rates of fertilization among broadcast apwning gorgonian corals,article,10.2307/1542674,Biol Bull,190:45–55 
r209,primary,"Kapela, W., Lasker. H.R. ",1999,Size-dependent reproduction in the Caribbean gorgonian Pseudoplexaura porosa. ,article,10.1007/s002270050607,Mar Biol,135:107–114 
r210,primary,"Ferreira, M.C.C.S. ",2009,"Biologia reprodutiva de Phyllogorgia dilatata (Esper 1806) (Cnidaria, Anthozoa, Octocorallia) de recifes de coral de Porto Seguro, ",MSc thesis,,"MSc thesis, Bahai. Museu Nacional/UFRJ", p 82 
r211,primary,"Beasley, S. E., Dardeau, M. R. & Schroeder, W. W. ",2003,Reproductive biology of the gorgonian Leptogorgia hebes (Verrill). ,conference proceedings,,"Proceedings of the American Academy of Underwater Sciences, 22ond Annual Scientific Diving Symposium.",
r212,primary,"Silveira, F. L.",1986,"Aspectos da biologia de Lophogorgia punicea (Milne Edwards & Haime, 1857) (Gorgonacea, Gorgoniidae) do Canal de São Sebastião, estado de São Paulo. ",PhD thesis,,São Paulo. Tese (Doutorado em Ciências). Instituto de Biociências. Universidade de São Paulo ,211 p. 
r213,primary,"Vermeire, M.J. ",1994,"Reproduction and growth of a gorgonian sea whip, Junceella fragilis, in southern Taiwan ",MSc thesis,,"MSc thesis, National Taiwan University ",
r214,primary,"Orejas, C., López-González, P. J., Gili, J. M., Teixidó, N., Gutt, J., & Arntz, W. E.",2002,Distribution and reproductive ecology of the Antarctic octocoral Ainigmaptilon antarcticum in the Weddell Sea. ,article,10.3354/meps231101 ,Mar. Ecol. Prog. Ser.,231:101–114 
r215,primary,"Orejas, C., Gili, J. M., López-González, P. J., Hasemann, C., & Arntz, W. E.",2006,"Reproduction patterns of four Antarctic octocorals in the Weddell Sea: an interspecific, shape, and latitude comparison.",article,10.1007/s00227-006-0370-9,Mar Biol,150:551–563 
r216,primary,"Brito, T.A.S. ",1993,"Taxonomic and ecological studies on Antarctic octocorals of the genus Thouarella (Octocorallia, Primoidae). ",PhD thesis,,"PhD thesis, University of Southampton", p 272
r217,primary,"Torrents, O., & Garrabou, J.",2011,Fecundity of red coral Corallium rubrum (L.) populations inhabiting in contrasting environmental conditions in the NW Mediterranean,article,10.1007/s00227-011-1627-5,Mar Biol,158(5): 1019-1028
r218,primary,"Soong, K.",2005,Reproduction and colony integration of the sea pen Virgularia juncea,article,10.1007/s00227-004-1509-1,Mar Biol,146:1103–1109 
r219,primary,"Satterlie, R. A., & Case, J. F.",1979,Development of Bioluminescence and Other Effector Responses in the Pennatulid Coelenterate Renilla köllikeri,article,10.2307/1541034,Biol Bull,"157,3"
r220,primary,"Tremblay, M. È., Henry, J., & Anctil, M.",2004,Spawning and gamete follicle rupture in the cnidarian Renilla koellikeri: effects of putative neurohormones,article,10.1016/j.ygcen.2004.02.009,Gen Comp Endocrinol,137:9–18 
r221,primary,"Wilson, E.B. ",1883,The development of Renilla,article,10.1098/rstl.1883.0024,Philos Trans R Soc Lond B Biol Sci,174:723–815 
r222,primary,"Rice, A. L., Tyler, P. A., & Paterson, G. J. L.",1992,The pennatulid Kophobelemnon stelliferum (Cnidaria: Octocorallia) in the Porcupine Seabight (North-East Atlantic Ocean),article,10.1017/S0025315400037796,J Mar Biol Assoc UK,72:417–434 
r223,primary,"Pires, D. O., Castro, C. B., & Silva, J. C.",2009,"Reproductive biology of the deep-sea pennatulacean Anthoptilum murrayi (Cnidaria, Octocorallia)",article,10.3354/meps08322,Mar. Ecol. Prog. Ser.,397:103–112 
r224,primary,"Edwards, D. C. B., & Moore, C. G.",2008,Reproduction in the sea pen Pennatula phosphorea (Anthozoa: Pennatulacea) from the west coast of Scotland,article,10.1007/s00227-008-1028-6,Mar Biol,155:303–314 
r225,primary,"Edwards, D. C. B., & Moore, C. G.",2009,Reproduction in the sea pen Funiculina quadrangularis (Anthozoa: Pennatulacea) from the west coast of Scotland,article,10.1016/j.ecss.2009.01.006,"Estuarine, Coastal and Shelf Science","82(1),161-168"
r226,primary,"Tyler, P. A., Bronsdon, S. K., Young, C. M., & Rice, A. L.",1995,Ecology and gametogenic biology of the genus Umbellula (Pennatulacea) in the North Atlantic Ocean,article,10.1002/iroh.19950800207,Int Rev Gesamten Hydrobiol Hydrograph,80:187–199 
r227,primary,"Chia, F. S., & Crawford, B. J.",1973," Some observations on gametogenesis, larval development and substratum selection of the sea pen Ptilosarcus guerneyi",article,10.1007/BF00394113,Mar Biol,23:73–82
